YEAR_MONTH,inflation,residuals
2003-04-01,0.021,-0.0025977557996898007
2003-05-01,0.018000000000000002,-0.002715438347481825
2003-06-01,0.02,0.002166879104726148
2003-07-01,0.019,-0.0007546658634125028
2003-08-01,0.02,0.001206106620656823
2003-09-01,0.021,0.001245334136587499
2003-10-01,0.02,-0.0007154383474818268
2003-11-01,0.022000000000000002,0.0022453341365875
2003-12-01,0.02,-0.0016762108315511517
2004-01-01,0.018000000000000002,-0.0017546658634125002
2004-02-01,0.016,-0.0018331208952738522
2004-03-01,0.017,0.0010884240728647986
2004-04-01,0.021,0.004127651588795474
2004-05-01,0.025,0.004284561652518174
2004-06-01,0.024,-0.0005585282837591264
2004-07-01,0.023,-0.0005977557996898024
2004-08-01,0.024,0.0013630166843795269
2004-09-01,0.021,-0.0025977557996898007
2004-10-01,0.024,0.0032845616525181733
2004-11-01,0.022000000000000002,-0.0015977557996897998
2004-12-01,0.023,0.0013237891684488474
2005-01-01,0.019,-0.003636983315620474
2005-02-01,0.021,0.002206106620656824
2005-03-01,0.022000000000000002,0.001284561652518175
2005-04-01,0.021,-0.0006762108315511509
2005-05-01,0.02,-0.0007154383474818268
2005-06-01,0.02,0.0002453341365874981
2005-07-01,0.021,0.001245334136587499
2005-08-01,0.022000000000000002,0.001284561652518175
2005-09-01,0.026000000000000002,0.00432378916844885
2005-10-01,0.025,-0.0005193007678284504
2005-11-01,0.023,-0.0015585282837591273
2005-12-01,0.023,0.000363016684379526
2006-01-01,0.024,0.0013630166843795269
2006-02-01,0.024,0.0004022442003101985
2006-03-01,0.022000000000000002,-0.0015977557996897998
2006-04-01,0.024,0.0023237891684488483
2006-05-01,0.025,0.0014022442003101994
2006-06-01,0.025,0.0004414717162408745
2006-07-01,0.024,-0.0005585282837591264
2006-08-01,0.023,-0.0005977557996898024
2006-09-01,0.018000000000000002,-0.0046369833156204715
2006-10-01,0.016,-0.0018331208952738522
2006-11-01,0.018000000000000002,0.0020884240728647994
2006-12-01,0.019,0.001166879104726147
2007-01-01,0.018000000000000002,-0.0007938933793431753
2007-02-01,0.018000000000000002,0.0001668791047261496
2007-03-01,0.019,0.001166879104726147
2007-04-01,0.019,0.00020610662065682211
2007-05-01,0.019,0.00020610662065682211
2007-06-01,0.019,0.00020610662065682211
2007-07-01,0.018000000000000002,-0.0007938933793431753
2007-08-01,0.017,-0.0008331208952738513
2007-09-01,0.021,0.004127651588795474
2007-10-01,0.025,0.004284561652518174
2007-11-01,0.031,0.006441471716240873
2007-12-01,0.031,0.0006768368118249268
2008-01-01,0.032,0.0016768368118249277
2008-02-01,0.033,0.0017160643277556037
2008-03-01,0.036000000000000004,0.0037552918436862814
2008-04-01,0.033,-0.002127025608521696
2008-05-01,0.037000000000000005,0.004755291843686282
2008-06-01,0.039,0.0029122019074089706
2008-07-01,0.040999999999999995,0.0029906569392703225
2008-08-01,0.038,-0.0019308880288683161
2008-09-01,0.036000000000000004,-0.0010485705766603431
2008-10-01,0.032,-0.003127025608521697
2008-11-01,0.021,-0.010283935672244397
2008-12-01,0.016,-0.004715438347481827
2009-01-01,0.011000000000000001,-0.004911575927135202
2009-02-01,0.012,0.0008922864932114222
2009-03-01,0.006,-0.006068485990857903
2009-04-01,0.006,-0.0003038510864419551
2009-05-01,0.0,-0.006303851086441955
2009-06-01,-0.001,-0.0015392161820260066
2009-07-01,-0.006,-0.005578443697956682
2009-08-01,-0.002,0.003225418722389942
2009-09-01,-0.003,-0.0016176712138873573
2009-10-01,-0.001,0.0013431012701819677
2009-11-01,0.005,0.005421556302043318
2009-12-01,0.009000000000000001,0.0036569213976273707
2010-01-01,0.009000000000000001,-0.0001861685386499272
2010-02-01,0.008,-0.001186168538649928
2010-03-01,0.016,0.007774603945419397
2010-04-01,0.016,8.842407286479767e-05
2010-05-01,0.017,0.0010884240728647986
2010-06-01,0.015,-0.0018723484112045281
2010-07-01,0.017,0.002049196556934125
2010-08-01,0.016,-0.0008723484112045272
2010-09-01,0.019,0.003088424072864797
2010-10-01,0.019,0.00020610662065682211
2010-11-01,0.019,0.00020610662065682211
2010-12-01,0.022000000000000002,0.0032061066206568248
2011-01-01,0.023,0.0013237891684488474
2011-02-01,0.024,0.0013630166843795269
2011-03-01,0.027000000000000003,0.003402244200310201
2011-04-01,0.027999999999999997,0.0015199267481022204
2011-05-01,0.027000000000000003,-0.00044084573596709156
2011-06-01,0.027000000000000003,0.0005199267481022264
2011-07-01,0.026000000000000002,-0.00048007325189777447
2011-08-01,0.025,-0.0005193007678284504
2011-09-01,0.03,0.005441471716240872
2011-10-01,0.03,0.0006376092958942509
2011-11-01,0.03,0.0006376092958942509
2011-12-01,0.027999999999999997,-0.001362390704105751
2012-01-01,0.027000000000000003,-0.00044084573596709156
2012-02-01,0.027000000000000003,0.0005199267481022264
2012-03-01,0.027000000000000003,0.0005199267481022264
2012-04-01,0.026000000000000002,-0.00048007325189777447
2012-05-01,0.024,-0.0015193007678284513
2012-06-01,0.024,0.0004022442003101985
2012-07-01,0.024,0.0004022442003101985
2012-08-01,0.026000000000000002,0.0024022442003102003
2012-09-01,0.026000000000000002,0.00048069923217155044
2012-10-01,0.025,-0.0005193007678284504
2012-11-01,0.022000000000000002,-0.0025585282837591247
2012-12-01,0.022000000000000002,0.00032378916844885003
2013-01-01,0.02,-0.0016762108315511517
2013-02-01,0.019,-0.0007546658634125028
2013-03-01,0.017,-0.0017938933793431762
2013-04-01,0.012,-0.004872348411204527
2013-05-01,0.013999999999999999,0.0019315140091420956
2013-06-01,0.016,0.002009969041003451
2013-07-01,0.016,8.842407286479767e-05
2013-08-01,0.013000000000000001,-0.0029115759271352015
2013-09-01,0.011000000000000001,-0.002029258474927227
2013-10-01,0.006999999999999999,-0.004107713506788579
2013-11-01,0.009000000000000001,0.0017353764294887226
2013-12-01,0.008,-0.001186168538649928
2014-01-01,0.008,-0.00022539605458060316
2014-02-01,0.006999999999999999,-0.001225396054580604
2014-03-01,0.005,-0.0022646235705112783
2014-04-01,0.006999999999999999,0.001656921397627369
2014-05-01,0.005,-0.0022646235705112783
2014-06-01,0.005,-0.0003430786023726302
2014-07-01,0.004,-0.0013430786023726302
2014-08-01,0.004,-0.0003823061183033053
2014-09-01,0.003,-0.0013823061183033053
2014-10-01,0.004,0.0005784663657660192
2014-11-01,0.003,-0.0013823061183033053
2014-12-01,-0.002,-0.0054215336342339805
2015-01-01,-0.006,-0.004617671213887358
2015-02-01,-0.003,0.002225418722389942
2015-03-01,-0.001,0.0013431012701819677
2015-04-01,0.002,0.0024215563020433184
2015-05-01,0.006,0.003539238849835344
2015-06-01,0.005,-0.0013038510864419551
2015-07-01,0.005,-0.0003430786023726302
2015-08-01,0.004,-0.0013430786023726302
2015-09-01,0.002,-0.0023823061183033054
2015-10-01,0.004,0.001539238849835344
2015-11-01,0.001,-0.0033823061183033054
2015-12-01,0.003,0.001500011333904669
2016-01-01,0.003,-0.00042153363423398085
2016-02-01,-0.001,-0.004421533634233981
2016-03-01,0.0,0.0004215563020433182
2016-04-01,-0.003,-0.0035392161820260067
2016-05-01,-0.001,0.0013431012701819677
2016-06-01,0.0,0.0004215563020433182
2016-07-01,0.002,0.0014607838179739934
2016-08-01,0.002,-0.00046076115016465595
2016-09-01,0.004,0.001539238849835344
2016-10-01,0.005,0.0006176938816966947
2016-11-01,0.006,0.0006569213976273698
2016-12-01,0.011000000000000001,0.004696148913558046
2017-01-01,0.017,0.005892286493211423
2017-02-01,0.02,0.003127651588795473
2017-03-01,0.015,-0.004754665863412503
2017-04-01,0.019,0.0040491965569341235
2017-05-01,0.013999999999999999,-0.004793893379343179
2017-06-01,0.013000000000000001,-0.0009900309589965482
2017-07-01,0.013000000000000001,-2.9258474927226774e-05
2017-08-01,0.015,0.0019707415250727715
2017-09-01,0.016,0.0010491965569341243
2017-10-01,0.013999999999999999,-0.001911575927135204
2017-11-01,0.015,0.00100996904100345
2017-12-01,0.013000000000000001,-0.0019508034430658749
2018-01-01,0.013000000000000001,-2.9258474927226774e-05
2018-02-01,0.011000000000000001,-0.002029258474927227
2018-03-01,0.013999999999999999,0.0028922864932114205
2018-04-01,0.012,-0.001990030958996549
2018-05-01,0.02,0.007931514009142097
2018-06-01,0.02,0.0002453341365874981
2018-07-01,0.022000000000000002,0.0022453341365875
2018-08-01,0.021,-0.0006762108315511509
2018-09-01,0.021,0.00028456165251817406
2018-10-01,0.023,0.0022845616525181724
2018-11-01,0.019,-0.003636983315620474
2018-12-01,0.015,-0.003793893379343178
2019-01-01,0.013999999999999999,-0.0009508034430658775
2019-02-01,0.015,0.00100996904100345
2019-03-01,0.013999999999999999,-0.0009508034430658775
2019-04-01,0.017,0.003009969041003452
2019-05-01,0.012,-0.004872348411204527
2019-06-01,0.013000000000000001,0.0009315140091420981
2019-07-01,0.01,-0.0030292584749272277
2019-08-01,0.01,-0.00014694102271925295
2019-09-01,0.008,-0.002146941022719253
2019-10-01,0.006999999999999999,-0.001225396054580604
2019-11-01,0.01,0.002735376429488722
2019-12-01,0.013000000000000001,0.002853058977280748
2020-01-01,0.013999999999999999,0.0009707415250727706
2020-02-01,0.012,-0.001990030958996549
2020-03-01,0.006999999999999999,-0.005068485990857904
2020-04-01,0.003,-0.004264623570511278
2020-05-01,0.001,-0.002421533634233981
2020-06-01,0.003,0.001500011333904669
2020-07-01,0.004,0.0005784663657660192
2020-08-01,-0.002,-0.0063823061183033054
2020-09-01,-0.003,-0.0016176712138873573
2020-10-01,-0.003,-0.0006568987298180323
2020-11-01,-0.003,-0.0006568987298180323
2020-12-01,-0.003,-0.0006568987298180323
2021-01-01,0.009000000000000001,0.011343101270181968
